"","carat","cut","color","clarity","depth","table","price","x","y","z"
"4156",0.72,"Ideal","G","VVS1",61.7,54.8,3548,5.73,5.77,3.55
"3901",0.72,"Ideal","F","VS1",61.8,56,3489,5.72,5.77,3.55
"3330",0.71,"Very Good","E","VVS2",61.7,60,3376,5.7,5.74,3.53
"2758",0.9,"Fair","G","SI1",65.2,59,3250,6.05,6.01,3.93
"4765",0.9,"Good","D","SI1",63.9,57,3689,6.1,6.04,3.88
"3657",0.8,"Premium","D","SI1",62.9,60,3441,5.94,5.89,3.72
"365",0.71,"Very Good","F","VS1",62.2,58,2807,5.66,5.72,3.54
"2498",1.01,"Fair","F","SI1",66.1,60,3197,6.15,6.13,4.06
"3083",1.02,"Premium","H","SI2",58.3,59,3313,6.61,6.57,3.84
"259",0.83,"Ideal","F","SI2",62.3,55,2790,6.02,6.05,3.76
"4250",0.8,"Ideal","G","VS1",61.1,58,3578,5.96,6.03,3.66
"243",1.01,"Premium","H","SI2",62.7,59,2788,6.31,6.22,3.93
"1961",0.79,"Premium","F","VS2",60.7,60,3089,5.95,5.97,3.62
"3280",0.78,"Ideal","F","SI1",61.3,56,3362,5.92,6,3.64
"2697",0.9,"Good","G","SI2",63.8,56,3246,6.16,6.13,3.92
"3160",0.72,"Ideal","H","VVS2",61.6,56,3334,5.75,5.77,3.55
"864",0.7,"Good","D","SI1",62.5,56.7,2872,5.59,5.62,3.51
"2178",1,"Fair","E","SI2",66.6,59,3136,6.07,6.01,4.02
"2614",0.51,"Ideal","D","VVS2",61.3,56,3223,5.14,5.15,3.16
"2547",0.7,"Good","F","VVS1",59.9,62,3206,5.69,5.74,3.42
"2408",0.72,"Ideal","D","VS2",60.8,56,3179,5.8,5.84,3.54
"769",0.71,"Premium","D","VS2",60.4,62,2858,5.74,5.72,3.46
"36",0.23,"Good","F","VS1",58.2,59,402,4.06,4.08,2.37
"2081",0.81,"Ideal","E","SI1",62.4,57,3109,5.92,5.97,3.71
"2613",0.71,"Ideal","D","VS2",61.4,57,3222,5.73,5.77,3.53
"3419",0.36,"Very Good","H","VS2",61,60,568,4.55,4.6,2.79
"2160",0.97,"Good","J","VS2",64.3,58,3129,6.25,6.22,4.01
"2117",0.7,"Ideal","F","SI1",61.2,55,3119,5.74,5.76,3.52
"2868",0.9,"Premium","I","VS2",58.4,62,3276,6.35,6.29,3.69
"4649",0.9,"Good","G","SI1",63.7,58,3669,6.12,6.09,3.89
"2505",1,"Fair","J","SI2",56.3,64,3199,6.58,6.54,3.69
"4989",1,"Fair","F","SI2",65.1,60,3740,6.19,6.1,4
"2887",0.71,"Ideal","F","VS1",62.3,55,3281,5.74,5.76,3.58
"4514",1.02,"Good","F","SI2",64.2,61,3633,6.3,6.21,4.02
"4909",0.7,"Very Good","E","VVS1",62.5,56,3724,5.63,5.7,3.54
"58",0.3,"Very Good","I","SI1",62.6,57,405,4.25,4.28,2.67
"191",0.71,"Good","F","VS2",57.8,60,2777,5.87,5.9,3.4
"4708",1,"Good","J","SI1",63.9,60,3679,6.26,6.19,3.98
"242",1.01,"Fair","E","I1",64.5,58,2788,6.29,6.21,4.03
"4917",0.92,"Premium","I","VS1",61.4,58,3725,6.23,6.27,3.84
"2577",0.71,"Ideal","E","VS1",62.3,54,3212,5.69,5.73,3.56
"3048",0.27,"Very Good","G","VVS1",61,56,566,4.21,4.25,2.57
"1256",0.92,"Ideal","H","SI2",58.5,57,2947,6.37,6.34,3.72
"2729",0.31,"Ideal","D","SI1",61.3,56,565,4.36,4.41,2.69
"1586",0.7,"Ideal","F","VS2",61.3,57,3008,5.7,5.76,3.51
"656",0.79,"Ideal","H","VS2",62.5,57,2844,5.91,5.93,3.7
"3571",0.7,"Good","E","VS1",58.4,61,3419,5.85,5.89,3.43
"695",0.71,"Good","G","VS1",63.5,55,2853,5.64,5.66,3.59
"4760",0.81,"Very Good","F","VS1",62.7,56,3689,5.92,5.98,3.73
"521",0.82,"Premium","E","SI2",60.8,60,2824,6.05,6.03,3.67
"169",0.58,"Ideal","F","VVS1",61.7,56,2772,5.33,5.37,3.3
"846",0.72,"Ideal","E","SI1",60.8,55,2869,5.77,5.84,3.53
"1490",0.72,"Ideal","F","VS2",62.1,54,2989,5.76,5.8,3.59
"4623",0.91,"Ideal","E","SI1",60.7,56,3665,6.26,6.22,3.79
"4639",0.85,"Very Good","D","SI1",60.3,57,3669,6.09,6.22,3.71
"2794",0.78,"Ideal","F","VS2",61.3,57,3259,5.91,5.93,3.63
"2075",0.81,"Premium","H","VS1",61.7,58,3107,5.98,5.95,3.68
"2321",0.7,"Ideal","H","IF",62.2,55,3167,5.68,5.71,3.54
"4193",1,"Premium","F","SI2",59.2,61,3562,6.59,6.51,3.87
"3095",0.79,"Ideal","E","VS2",59.3,57,3318,6.06,6.02,3.58
"1202",0.7,"Very Good","G","VVS2",61.8,60,2936,5.63,5.69,3.5
"2503",0.83,"Ideal","F","SI1",62.1,55,3198,6.05,6,3.74
"3781",1.01,"Premium","I","SI2",62.9,58,3461,6.34,6.31,3.98
"3891",0.73,"Ideal","G","VVS1",61.6,56,3487,5.77,5.82,3.57
"3749",0.23,"Premium","F","VVS2",61.3,59,571,3.99,3.94,2.43
"2046",0.32,"Premium","G","VS2",62.3,60,561,4.37,4.4,2.73
"256",1.05,"Fair","J","SI2",65.8,59,2789,6.41,6.27,4.18
"4101",1.01,"Premium","J","VS2",59.8,61,3535,6.47,6.43,3.86
"108",0.74,"Ideal","I","VVS2",62.3,55,2761,5.77,5.81,3.61
"2865",0.72,"Ideal","D","VS2",60.5,57,3275,5.81,5.83,3.52
"1632",0.7,"Premium","E","VS1",61.8,58,3016,5.71,5.75,3.54
"4422",1,"Premium","E","SI2",59.9,55,3612,6.48,6.4,3.86
"4352",0.7,"Ideal","F","VVS1",61,57,3602,5.71,5.76,3.5
"1938",0.9,"Good","E","SI2",64.1,57,3084,6.09,6.07,3.9
"1953",0.7,"Good","D","VS2",63.9,58,3087,5.58,5.62,3.58
"597",0.72,"Premium","F","VS1",58.8,60,2838,5.91,5.89,3.47
"2878",1.25,"Ideal","E","I1",60.9,56,3276,6.95,6.91,4.22
"4814",0.71,"Ideal","F","VS1",61.1,56,3701,5.76,5.8,3.53
"2710",0.35,"Ideal","G","VS2",61.6,54,563,4.55,4.58,2.81
"1070",0.31,"Premium","I","VS2",61.1,58,558,4.38,4.36,2.67
"1165",0.81,"Good","D","SI2",63.6,55,2926,5.91,5.86,3.74
"1967",0.73,"Ideal","G","SI1",61.2,57,3089,5.79,5.86,3.56
"4220",0.9,"Very Good","F","SI2",62.4,58,3569,6.15,6.19,3.85
"428",0.84,"Very Good","E","SI1",63.4,55,2813,6,5.95,3.79
"3882",0.9,"Very Good","I","VS1",63.5,57,3484,6.06,6.03,3.84
"1577",0.71,"Ideal","G","SI1",61.3,55,3007,5.73,5.79,3.53
"1518",0.77,"Ideal","D","SI1",61.4,56,2996,5.9,5.93,3.63
"2319",0.79,"Ideal","H","SI1",61.4,56,3167,5.93,5.96,3.65
"1371",0.7,"Ideal","G","SI1",60.9,56,2965,5.73,5.79,3.51
"3029",0.7,"Ideal","H","IF",61.3,59,3309,5.69,5.72,3.5
"4926",1.08,"Very Good","E","SI2",63.5,56,3726,6.53,6.48,4.13
"1261",0.74,"Ideal","I","VS1",61.1,57,2947,5.83,5.86,3.57
"3402",0.28,"Premium","F","VS2",59.6,61,567,4.28,4.25,2.54
"3971",0.9,"Fair","E","SI1",65.5,59,3508,6.06,6.03,3.96
"2288",0.9,"Very Good","H","SI2",59.5,63,3160,6.26,6.31,3.74
"1591",0.74,"Very Good","E","SI1",61.3,58,3009,5.8,5.84,3.57
"3902",0.9,"Good","G","SI2",62.7,59,3489,6.04,6.12,3.81
"2923",0.91,"Good","I","VS2",64.2,55,3287,6.13,6.09,3.92
"4367",0.9,"Very Good","F","SI2",63.4,59,3605,6.07,6.11,3.86
"4037",0.73,"Ideal","D","VS2",61.4,56,3528,5.78,5.81,3.56
"4264",0.9,"Very Good","G","SI2",59.9,60,3581,6.19,6.23,3.72
"658",0.7,"Very Good","E","VS2",58.9,60,2845,5.83,5.85,3.44
"3591",0.91,"Premium","G","SI2",61.3,60,3423,6.17,6.2,3.79
"3707",1.01,"Ideal","E","I1",62,57,3450,6.41,6.37,3.96
"3097",0.73,"Ideal","D","VS2",61.8,54,3319,5.89,5.92,3.65
"2633",0.7,"Premium","D","VS1",61.6,60,3229,5.63,5.6,3.46
"3274",1,"Premium","H","SI2",59.8,61,3360,6.24,6.17,3.71
"2276",0.64,"Ideal","E","VVS2",62.1,53,3157,5.51,5.54,3.43
"2011",0.66,"Ideal","D","VVS2",61.6,57,3103,5.57,5.64,3.45
"3231",1.05,"Premium","H","SI2",62.8,56,3352,6.54,6.47,4.08
"1702",0.72,"Ideal","G","VS1",62.4,59,3035,5.71,5.74,3.57
"3181",0.91,"Good","G","SI2",63.2,61,3340,6.01,6.27,3.88
"2122",0.9,"Very Good","I","SI1",63.2,56,3120,6.15,6.12,3.88
"441",0.95,"Fair","F","SI2",56,60,2815,6.62,6.53,3.68
"239",0.71,"Good","D","VS2",63.3,56,2788,5.64,5.68,3.58
"2711",0.31,"Ideal","G","SI1",61.6,55,563,4.34,4.37,2.68
"883",0.9,"Good","J","SI1",64,61,2873,6,5.96,3.83
"400",0.3,"Very Good","H","SI1",63.3,56,554,4.29,4.27,2.71
"963",0.71,"Ideal","E","VS2",61.6,56,2891,5.74,5.76,3.54
"936",0.84,"Very Good","F","SI1",63.8,57,2885,5.95,6,3.81
"2333",0.76,"Ideal","E","SI1",61.8,57,3170,5.84,5.87,3.62
"3213",0.7,"Ideal","F","VVS1",62.2,55,3348,5.69,5.66,3.53
"1852",0.8,"Ideal","F","SI2",61.4,56,3064,5.99,5.93,3.66
"3680",0.78,"Premium","F","VS1",61.5,58,3446,5.93,5.98,3.66
"4239",1,"Fair","E","SI2",65.1,59,3575,6.3,6.23,4.08
"1775",0.72,"Premium","H","IF",58.7,59,3048,5.94,5.88,3.47
"508",0.7,"Premium","E","VS2",60.7,62,2822,5.72,5.68,3.46
"3859",0.72,"Ideal","G","VS1",61.8,56,3478,5.74,5.76,3.55
"2500",0.73,"Ideal","E","VS2",62.2,59,3198,5.74,5.77,3.58
"4406",0.31,"Good","I","VVS1",63.1,59,571,4.25,4.31,2.7
"759",0.7,"Ideal","G","VVS2",62.1,56,2858,5.63,5.71,3.52
"596",0.82,"Fair","F","SI1",64.9,58,2838,5.83,5.79,3.77
"3647",0.9,"Fair","F","SI1",65.1,56,3437,6.08,6.05,3.95
"2484",0.54,"Premium","D","VVS1",61.4,57.5,3194,5.25,5.28,3.23
"3796",0.9,"Very Good","I","SI2",60.5,56,3464,6.22,6.24,3.77
"4049",1.03,"Ideal","I","SI2",59.8,56,3530,6.64,6.58,3.95
"4830",0.73,"Very Good","F","VVS2",62.1,57,3705,5.74,5.76,3.57
"24",0.31,"Very Good","J","SI1",59.4,62,353,4.39,4.43,2.62
"4895",0.9,"Very Good","I","VS2",61.2,57,3720,6.15,6.2,3.78
"1891",0.76,"Ideal","I","VS2",61.7,56,3075,5.87,5.9,3.63
"1661",0.75,"Premium","E","VS2",62.1,57,3024,5.9,5.79,3.63
"4335",1.05,"Premium","G","SI2",60.7,61,3599,6.56,6.52,3.97
"2017",0.9,"Fair","G","SI2",64.7,58,3104,5.94,6.03,3.87
"2345",0.83,"Ideal","G","SI1",61.8,55,3171,6.05,6.09,3.75
"460",0.71,"Premium","E","SI1",61.4,58,2817,5.77,5.73,3.53
"4621",0.91,"Ideal","G","SI2",62.3,56,3664,6.18,6.22,3.86
"4047",0.7,"Ideal","D","VS1",62.8,54,3529,5.65,5.69,3.56
"263",0.73,"Ideal","E","SI1",62.2,56,2791,5.74,5.78,3.58
"1378",0.7,"Very Good","E","VS1",61.5,56,2967,5.69,5.75,3.52
"221",0.76,"Ideal","G","VS2",61.3,56,2782,5.9,5.94,3.63
"2200",0.54,"Ideal","D","VVS1",61.4,58,3139,5.28,5.25,3.23
"3355",0.71,"Premium","E","VVS2",59,59,3380,5.88,5.82,3.45
"3044",0.3,"Very Good","G","VS1",60.8,61,565,4.31,4.34,2.63
"1287",0.7,"Very Good","E","VS2",61.8,59,2952,5.63,5.67,3.49
"726",0.34,"Good","E","SI1",63.5,55,556,4.44,4.47,2.83
"4645",0.9,"Good","G","SI1",63.7,60,3669,6.11,6.07,3.88
"2699",1.03,"Fair","J","SI2",56.2,62,3246,6.73,6.69,3.77
"476",0.7,"Good","F","VS1",59.7,63,2819,5.76,5.79,3.45
"1981",0.8,"Very Good","F","SI1",63.1,58,3093,5.89,5.93,3.73
"4651",0.9,"Good","G","SI1",63.8,59,3669,6.08,6.05,3.87
"2440",0.7,"Ideal","H","VS1",61,56,3185,5.75,5.79,3.51
"3321",0.82,"Very Good","E","SI1",62,60,3373,5.96,6,3.71
"2135",0.71,"Ideal","F","VS2",61.8,56.2,3123,5.7,5.75,3.53
"4379",1.06,"Ideal","F","I1",62.1,55,3609,6.57,6.54,4.07
"1037",0.91,"Very Good","J","SI1",63.5,58,2905,6.17,6.12,3.9
"7",0.24,"Very Good","I","VVS1",62.3,57,336,3.95,3.98,2.47
"338",0.77,"Premium","G","VS2",61.3,57,2803,5.93,5.88,3.62
"552",0.97,"Ideal","F","I1",60.7,56,2830,6.41,6.43,3.9
"3357",0.71,"Ideal","E","VS2",61.6,56,3381,5.71,5.75,3.53
"3379",0.31,"Good","G","SI2",63.2,55,408,4.31,4.33,2.73
"358",0.73,"Premium","F","VS2",62.5,57,2805,5.75,5.7,3.58
"685",0.66,"Ideal","D","VS1",62.1,56,2851,5.54,5.57,3.45
"2518",0.73,"Ideal","E","VS2",62.4,57,3201,5.75,5.79,3.6
"3385",0.31,"Good","I","SI1",63.5,56,408,4.28,4.32,2.73
"1248",0.71,"Very Good","E","VS1",63.3,59,2946,5.64,5.67,3.58
"1341",0.72,"Ideal","H","VS1",61.1,57,2961,5.8,5.82,3.55
"2465",0.71,"Ideal","E","VS2",62.1,57,3191,5.71,5.75,3.56
"311",0.83,"Very Good","H","SI1",62.5,59,2800,5.95,6.02,3.74
"1328",0.7,"Good","D","VS2",63.4,57,2960,5.6,5.67,3.57
"4393",0.31,"Ideal","D","SI1",62.6,56,571,4.33,4.36,2.72
"4905",0.91,"Ideal","E","SI2",61.8,53,3723,6.22,6.3,3.87
"2131",0.72,"Ideal","H","VS2",60.1,56,3122,5.85,5.88,3.52
"2302",0.7,"Ideal","F","VS1",61,58,3162,5.74,5.76,3.51
"4624",1.01,"Premium","H","SI2",59.6,60,3665,6.5,6.55,3.89
"2646",0.9,"Very Good","J","VS1",62.3,56,3231,6.19,6.23,3.87
"1926",0.8,"Premium","F","SI1",60.1,58,3082,6.07,6.05,3.64
"2199",0.72,"Ideal","G","VVS2",62.4,57,3139,5.71,5.76,3.58
"3988",0.82,"Premium","F","VS1",62.1,56,3513,6.02,5.97,3.72
"3690",0.9,"Very Good","H","SI1",61,59,3447,6.11,6.16,3.74
"2772",0.7,"Ideal","G","VS2",61.9,56,3253,5.68,5.7,3.52
"2762",0.9,"Very Good","I","SI1",63.3,59,3251,6.14,6.05,3.86
"4464",0.82,"Very Good","F","VS2",58.7,58,3621,6.1,6.2,3.61
"3815",0.55,"Ideal","D","VVS2",61.5,56,3468,5.26,5.28,3.24
"913",0.73,"Very Good","F","SI1",61.4,56,2879,5.81,5.86,3.58
"3242",1.07,"Good","F","I1",64.3,59,3354,6.37,6.42,4.11
"3714",0.9,"Very Good","G","SI2",63.1,55,3452,6.16,6.13,3.88
"3847",0.84,"Ideal","I","VS2",61.7,55,3475,6.07,6.11,3.76
"4981",0.7,"Ideal","D","VVS2",60.9,59,3737,5.69,5.73,3.48
"3935",0.71,"Ideal","F","VVS2",62,57,3499,5.7,5.65,3.52
"1259",0.7,"Ideal","H","VVS1",60.5,58,2947,5.76,5.81,3.5
"4274",0.98,"Fair","H","SI1",68.6,58,3583,6.18,6.04,4.19
"4829",0.9,"Premium","F","SI2",60.3,55,3704,6.35,6.28,3.81
"1079",0.31,"Ideal","H","SI1",62.9,56,558,4.31,4.27,2.7
"1125",0.83,"Very Good","D","SI2",63.1,57,2918,5.95,5.9,3.74
"951",0.5,"Ideal","E","VVS2",62.2,54,2889,5.08,5.12,3.17
"1526",0.7,"Very Good","D","VS2",59.7,59,2999,5.82,5.78,3.46
"1353",0.71,"Very Good","E","SI1",62.9,55,2964,5.64,5.68,3.56
"2567",0.91,"Good","J","VS1",64.2,60,3210,6.01,5.95,3.84
"2050",0.32,"Very Good","G","VS2",62.4,59,561,4.33,4.36,2.71
"2539",0.9,"Premium","D","SI2",59,61,3205,6.32,6.28,3.72
"3077",0.9,"Premium","D","SI2",62.5,59,3312,6.18,6.13,3.85
"4072",0.31,"Ideal","I","VVS1",61.4,54,571,4.38,4.41,2.7
"2938",0.77,"Premium","D","VS2",61.8,58,3291,5.84,5.81,3.6
"3751",0.74,"Ideal","D","VS2",62.2,56,3454,5.79,5.81,3.61
"4790",1,"Premium","G","SI2",59.1,59,3696,6.54,6.5,3.85
"2595",0.71,"Ideal","E","VS2",60.3,56,3217,5.8,5.84,3.51
"1174",0.8,"Very Good","G","VS2",61.1,57,2929,6.01,6.07,3.69
"4807",0.9,"Good","F","SI1",58,58,3699,6.24,6.28,3.63
"677",0.75,"Fair","D","SI2",64.6,57,2848,5.74,5.72,3.7
"3574",0.96,"Good","D","SI2",64,62,3419,6.16,6.13,3.93
"85",0.26,"Good","E","VVS1",57.9,60,554,4.22,4.25,2.45
"3776",1.03,"Ideal","F","SI2",62.6,57,3461,6.44,6.4,4.02
"3519",0.81,"Ideal","E","SI1",62.3,57,3404,5.95,5.99,3.72
"1690",0.76,"Ideal","E","SI1",62.5,57,3033,5.8,5.82,3.63
"2456",0.73,"Ideal","D","SI1",61.9,56,3189,5.8,5.77,3.58
"978",0.81,"Very Good","E","SI2",62.4,57,2894,5.91,5.99,3.71
"2371",0.32,"Ideal","F","SI2",61.7,56,561,4.41,4.44,2.73
"3352",0.82,"Ideal","E","SI1",62.1,54,3380,5.98,6.03,3.73
"1830",1.03,"Very Good","G","I1",62.4,57,3060,6.41,6.45,4.01
"4092",0.78,"Very Good","D","VS2",63,58,3534,5.8,5.86,3.67
"2042",0.32,"Ideal","I","VVS2",61.5,56,561,4.4,4.42,2.71
"1362",1,"Fair","G","SI1",65.7,54,2964,6.24,6.16,4.07
"1299",0.71,"Very Good","E","VS2",59.6,60,2954,5.8,5.85,3.47
"2561",0.7,"Premium","D","VVS2",61.5,60,3210,5.71,5.64,3.49
"3693",0.7,"Premium","G","IF",60,59,3447,5.75,5.79,3.46
"3140",0.72,"Ideal","F","VS1",62.5,54,3330,5.73,5.76,3.59
"1616",0.75,"Premium","F","VS2",61.6,58,3013,5.84,5.89,3.61
"1443",0.82,"Very Good","E","SI2",63.3,56,2975,5.99,5.95,3.78
"4523",1,"Good","D","SI2",63.9,56,3634,6.32,6.27,4.02
"2903",0.72,"Ideal","E","VS1",62.6,57,3283,5.69,5.72,3.57
"133",0.71,"Ideal","D","SI1",61.9,59,2764,5.69,5.72,3.53
"2337",1.09,"Fair","F","SI2",66.3,56,3170,6.47,6.39,4.27
"1183",0.9,"Very Good","E","SI2",58.7,63,2930,6.23,6.2,3.65
"1659",0.9,"Good","H","SI2",63.1,60,3024,6.09,6.14,3.86
"2529",1.11,"Premium","H","I1",61,59,3205,6.61,6.67,4.05
"944",0.7,"Premium","E","VS1",62.6,59,2887,5.66,5.69,3.55
"323",0.71,"Premium","F","VS2",62.8,57,2801,5.69,5.64,3.56
"1077",0.31,"Premium","H","SI1",62.4,57,558,4.35,4.31,2.7
"4507",0.91,"Very Good","E","SI2",62.5,59,3632,6.16,6.23,3.87
"4736",0.3,"Ideal","F","VS2",62.3,55,573,4.3,4.34,2.69
"4300",0.74,"Ideal","F","VS1",61.9,54,3590,5.78,5.82,3.59
"1896",0.73,"Ideal","E","VS2",62.7,56,3077,5.75,5.8,3.62
"887",0.78,"Premium","F","VS2",62.6,58,2874,5.91,5.82,3.67
"1031",0.7,"Very Good","G","VVS2",59.3,62,2905,5.78,5.82,3.44
"1278",0.71,"Ideal","G","VS1",62.4,57,2950,5.68,5.73,3.56
"1928",0.92,"Premium","F","SI2",62.1,60,3083,6.21,6.26,3.87
"2985",0.77,"Ideal","G","VS2",61.8,54,3300,5.91,5.94,3.66
"3038",0.3,"Good","G","VS1",63.5,58,565,4.21,4.26,2.69
"3386",0.31,"Very Good","G","SI2",61.8,59,408,4.3,4.34,2.67
"4409",0.31,"Ideal","I","VVS1",62.1,56,571,4.35,4.38,2.71
"2057",0.32,"Very Good","H","VS1",60.5,59,561,4.41,4.42,2.67
"3612",0.9,"Ideal","G","SI2",62.7,55,3428,6.11,6.17,3.85
"1463",0.7,"Good","D","SI1",61.3,61,2980,5.63,5.69,3.47
"3719",0.9,"Good","F","SI2",63.9,55,3453,6.15,6.12,3.92
"1855",0.65,"Ideal","H","IF",61.5,55,3065,5.6,5.62,3.45
"4215",0.91,"Very Good","H","VS2",63.1,56,3567,6.2,6.13,3.89
"1543",0.7,"Very Good","D","VS1",63.4,59,3001,5.58,5.55,3.53
"1111",0.73,"Ideal","E","SI1",61.4,58,2914,5.76,5.8,3.55
"4838",0.9,"Very Good","I","VS2",60.7,59,3709,6.23,6.26,3.79
"3899",0.89,"Premium","H","VS1",60.5,59,3489,6.22,6.17,3.75
"3069",0.73,"Premium","E","VS1",60.9,61,3311,5.81,5.79,3.53
"2915",0.8,"Premium","F","VS2",59.7,58,3285,6.02,5.97,3.58
"4167",0.71,"Ideal","E","VS2",61.3,56,3553,5.76,5.79,3.54
"4040",1,"Good","I","SI2",63.9,60,3528,6.3,6.26,4.01
"984",0.74,"Very Good","G","VS1",59.8,58,2896,5.85,5.89,3.51
"845",1.08,"Premium","D","I1",61.9,60,2869,6.55,6.48,4.03
"1298",0.75,"Good","F","VS1",64.4,59,2953,5.67,5.72,3.66
"4732",0.3,"Ideal","F","VS2",61.6,56,573,4.3,4.33,2.66
"3266",0.7,"Ideal","D","VS2",61.4,55,3360,5.71,5.75,3.52
"2224",0.7,"Ideal","H","VS2",61.2,57,3145,5.73,5.77,3.52
"2944",1,"Very Good","J","SI2",63.2,62,3293,6.32,6.27,3.98
"2846",0.73,"Ideal","G","VS1",61.5,56,3270,5.8,5.77,3.56
"3166",0.61,"Ideal","D","VVS2",60.1,57,3336,5.53,5.58,3.34
"2454",0.74,"Ideal","E","VS2",59.5,57,3189,5.92,5.94,3.53
"3716",0.73,"Ideal","E","SI1",61.5,56,3453,5.79,5.82,3.57
"2822",0.93,"Ideal","F","SI2",62,57,3266,6.31,6.28,3.9
"383",0.75,"Very Good","F","SI1",63.4,58,2811,5.72,5.76,3.64
"4719",0.24,"Ideal","F","VS1",62.7,54,572,3.99,4.02,2.51
"3131",0.9,"Premium","G","SI2",59.5,61,3326,6.33,6.28,3.75
"3863",0.72,"Ideal","G","VS1",60.4,57,3478,5.81,5.84,3.52
"4630",0.9,"Good","I","VS1",63.5,61,3666,5.96,6.01,3.8
"2860",0.72,"Ideal","H","VS1",61.5,55,3274,5.77,5.85,3.56
"640",0.8,"Ideal","I","VS1",62.6,54,2842,5.92,5.96,3.72
"3400",0.3,"Very Good","I","VS1",61.8,63,567,4.29,4.26,2.64
"4952",1.01,"Premium","H","SI2",60.8,59,3733,6.51,6.46,3.94
"3535",0.72,"Ideal","E","VS1",61.2,56,3409,5.78,5.83,3.55
"4147",1.07,"Premium","G","SI2",62.2,58,3545,6.56,6.49,4.06
"3786",0.75,"Ideal","E","VS1",62,55,3462,5.83,5.88,3.66
"4253",0.91,"Very Good","I","VS2",62.5,58,3579,6.13,6.19,3.85
"1554",0.76,"Ideal","E","SI1",61.5,56,3003,5.89,5.91,3.63
"1410",0.32,"Ideal","H","VS1",61.5,57,561,4.4,4.42,2.71
"1204",0.74,"Ideal","F","VS2",60.5,59,2936,5.81,5.86,3.53
"50",0.29,"Very Good","H","SI2",60.7,60,404,4.33,4.37,2.64
"815",0.9,"Premium","J","VS2",59.8,62,2863,6.24,6.21,3.72
"2764",0.8,"Ideal","E","SI2",60.9,57,3251,6,6.03,3.66
"206",0.78,"Premium","F","SI1",62.4,58,2777,5.83,5.8,3.63
"723",0.36,"Ideal","H","SI1",61.9,55,556,4.57,4.59,2.83
"3133",0.79,"Ideal","D","SI1",61.3,54,3328,5.96,6.01,3.67
"3760",0.86,"Ideal","E","SI1",62.3,54,3456,6.13,6.07,3.8
"4142",0.71,"Premium","G","IF",61.9,58,3545,5.74,5.77,3.56
"1496",0.7,"Ideal","D","VS2",60.3,60,2991,5.71,5.76,3.46
"152",0.74,"Ideal","I","SI1",61.3,56,2769,5.82,5.86,3.57
"4508",0.9,"Very Good","D","SI2",59.8,53,3632,6.2,6.25,3.72
"3502",0.74,"Premium","E","VS1",61.1,58,3401,5.84,5.81,3.56
"1404",0.25,"Very Good","F","IF",61.5,56,560,4.04,4.06,2.48
"2213",1,"Fair","G","SI2",68.3,54,3142,6.21,6.12,4.2
"772",0.71,"Fair","D","VS2",56.9,65,2858,5.89,5.84,3.34
"4224",0.9,"Good","E","SI1",63.5,55,3570,6.12,6.22,3.92
"2403",0.7,"Very Good","E","VS1",63.8,57,3177,5.61,5.65,3.59
"561",0.79,"Ideal","G","SI1",61.8,56,2831,5.93,5.91,3.66
"4686",1.01,"Premium","E","SI2",62.3,55,3674,6.35,6.29,3.94
"1030",0.62,"Ideal","E","VVS2",62,56,2904,5.48,5.52,3.41
"1186",0.7,"Very Good","G","VVS2",60.8,57,2931,5.72,5.76,3.49
"3381",0.31,"Ideal","I","SI1",62.7,56,408,4.3,4.34,2.71
"4858",0.71,"Ideal","F","VS1",61.4,57,3710,5.72,5.73,3.52
"4288",0.7,"Ideal","E","VVS2",62.4,54,3585,5.66,5.71,3.55
"4009",0.9,"Very Good","F","SI2",61.6,58,3519,6.15,6.23,3.81
"2668",0.89,"Very Good","I","VS2",63.1,55,3238,6.09,6.17,3.87
"124",0.7,"Fair","F","VS2",64.5,57,2762,5.57,5.53,3.58
"4512",1.06,"Fair","G","SI2",65.3,62,3633,6.33,6.25,4.11
"4853",0.71,"Ideal","F","VS1",61.3,56,3710,5.69,5.75,3.51
"2824",0.81,"Premium","D","SI1",62.4,59,3266,5.96,5.89,3.7
"3999",0.7,"Ideal","H","VVS1",61.5,57,3517,5.69,5.73,3.51
"1088",0.71,"Very Good","D","VS1",62.9,57,2910,5.6,5.66,3.54
"4970",1.13,"Premium","I","SI2",62.1,60,3734,6.74,6.66,4.16
"249",0.81,"Ideal","G","SI2",61.6,56,2789,5.97,6.01,3.69
"3078",0.74,"Premium","E","VS1",61.2,58,3312,5.88,5.82,3.58
"500",0.9,"Good","J","VS2",64,61,2822,6.04,6.03,3.86
"4518",1,"Good","D","SI2",64,59,3634,6.29,6.24,4.01
"3013",0.82,"Ideal","E","VS1",60,55,3306,6.18,6.08,3.68
"1708",0.61,"Ideal","D","VVS2",62.4,58,3036,5.38,5.42,3.37
"2000",0.72,"Ideal","D","VS2",61.8,57,3099,5.76,5.73,3.55
"2802",1.04,"Premium","H","I1",61.6,61,3261,6.47,6.45,3.98
"2402",0.72,"Ideal","D","SI2",60.5,57,3176,5.82,5.89,3.54
"714",1.02,"Fair","I","SI1",53,63,2856,6.84,6.77,3.66
"4077",0.31,"Ideal","D","SI1",61.7,57,571,4.34,4.38,2.69
"2746",1,"Fair","H","SI2",66.5,62,3248,6.19,6.1,4.09
"492",0.7,"Premium","E","VS2",60.2,60,2822,5.73,5.7,3.44
"2162",0.74,"Ideal","G","SI1",60.6,55,3130,5.87,5.93,3.57
